序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,geometry,precise_location,distance_to_mainland,distance_to_nearest_land,nearest_land_type
4932,臺北市文山區,,文山區忠順街1段4號,121.5575,24.9836,實踐國小,樟文里、樟樹里,75,"水災,震災",蔡宗儒,02-29360725#140,是,否,否,POINT (121.5575 24.9836),sea,145.22411336417247,19.031624013570827,mainland
4933,新北市樹林區,東昇里,中山路二段80號2樓,121.415159,24.984222,東昇市民活動中心,樹南、東陽、東昇、樹福、中華,214,"水災,震災,土石流,海嘯",陳雅晴,02-268121061613,是,否,否,POINT (121.415159 24.984222),sea,139.2923401429574,9.385952252978507,mainland
4934,新北市土城區,清溪里,金城路2段356號,121.461508,24.984402,清水國小,清溪里 柑林里 永豐里 ?廷里 平和里 廷寮里 延壽里 安和里青雲里 延吉里 延和里 金城里 延祿里,597,"水災,震災,土石流,海嘯",劉員池,02-22618316-401,是,是,是,POINT (121.461508 24.984402),sea,141.0965763294111,12.560287728315304,mainland
4936,新北市新店區,永安里,新店市安和路三段100號,121.5182,24.9846,新和國小,永安里、新和里、永平里,648,"水災,震災,土石流",吳英同,02-29112281#1209,是,是,否,POINT (121.5182 24.9846),sea,143.52125729800412,16.441048971362804,mainland
4937,臺北市文山區,,臺北市文山區指南路3段2巷14號,121.5783,24.9849,北政國中,試院、華興、明義、明興、木柵、木新、順興、忠順、樟林、樟腳、樟樹、樟新、樟文、萬興、政大、指南、老泉里,20,"水災,震災",陳友城,29393651#51,是,否,否,POINT (121.5783 24.9849),sea,146.35251711842866,20.56299362702112,mainland
4939,新北市土城區,日新里,裕生路65號,121.447559,24.985602,樂利國小,日新里 裕生里 貨饒里 日和里 埤林里 瑞興里 樂利里 學府里復興里 學成里 學士里 明德里,1168,"水災,震災,土石流,海嘯",李明憲,02-22662568-831,是,是,是,POINT (121.447559 24.985602),sea,140.66644043006153,11.714841248081049,mainland
4940,新北市新店區,復興里,新北市新店區民生路45號,121.5322,24.9858,莊敬工家,復興里、大鵬里、忠孝里、江陵里、寶安里、中山里,8362,"水災,震災,土石流",吳英同,02-29112281#1209,是,否,否,POINT (121.5322 24.9858),sea,144.27260943117392,17.500254400120262,mainland
4942,新北市土城區,廣福里,學府路一段99巷底2樓,121.457766,24.985909,廣興市民活動中心,廣興里 廣福里,50,"水災,土石流",張淑玲,02-22625088,是,否,否,POINT (121.457766 24.985909),sea,141.10234545096304,12.43732059807139,mainland
4943,新北市土城區,廣福里,學府路一段99巷底1樓,121.457766,24.985909,廣福市民活動中心,廣福里 埤林里 瑞興里 復興里 學成里 廣興里,50,"水災,震災,土石流",丁科秀,02-22629394,是,否,是,POINT (121.457766 24.985909),sea,141.10234545096304,12.43732059807139,mainland
4944,新北市樹林區,樹南里,復興路395號,121.415677,24.986051,育林國小,樹南、樹人、坡內、東昇、育英、樹興,135,"水災,震災,土石流,海嘯",事務組長 杜炳倫,26832112#303,是,是,否,POINT (121.415677 24.986051),sea,139.5029498227207,9.581506108193949,mainland
4945,新北市樹林區,樹南里,復興路395號,121.415677,24.986051,育林國中,樹南、樹人、坡內、東昇、育林、樹興,574,"水災,震災,土石流,海嘯",事務組長潘怡娟,26841160#122,是,是,否,POINT (121.415677 24.986051),sea,139.5029498227207,9.581506108193949,mainland
4946,新北市中和區,忠孝里,中和區興南路2段3巷17號,121.5085,24.9862,中和國中,頂南里、華新里、東南里、華南里、忠孝里、崇南里、景南里、橫路里、內南里、壽南里、外南里、復興里、和興里、景平里、景新里、景福里、興南里、景本里、福南里、正南里,2649,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,是,POINT (121.5085 24.9862),sea,143.25635617134046,15.920208066597644,mainland
4949,新北市中和區,忠孝里,中和區興南路1段135巷24號,121.5091,24.9867,興南國小,東南里、華南里、忠孝里、崇南里、景南里、壽南里、景平里、景新里、景福里、景安里、景文里、興南里、景本里、中興里、吉興里,1278,"水災,震災,土石流,海嘯",劉師政,02-22482688#286,是,是,是,POINT (121.5091 24.9867),sea,143.33361274906875,16.00490555952241,mainland
4950,新北市土城區,廣福里,學府路1段127號,121.454896,24.986953,廣福國小,瑞興里 復興里 埤林里 學成里 日新里 貨饒里 樂利里 廣福里 學府里 裕生里 中正里 學士里 明德里 廣興里,608,"水災,震災,土石流,海嘯",施杰翰,02-22626782-100,是,是,是,POINT (121.454896 24.986953),sea,141.0961424791729,12.3332108291823,mainland
4953,新北市板橋區,堂春里,金門街289號,121.4309,24.9873,溪洲國小,溪洲、溪福、堂春、成和、溪北、崑崙,1021,"震災,土石流,海嘯",謝瀚頡組長,2686770551,是,是,否,POINT (121.4309 24.9873),sea,140.20122149289554,10.728349103767014,mainland
4954,臺北市文山區,明義里,文山區木柵路2段138巷61號,121.5626,24.9874,明道國小,明義里、明興里、忠順里、順興里,42,"水災,震災",莊文玲,02-29392821#14,是,否,否,POINT (121.5626 24.9874),sea,145.84730605643716,19.712124560171038,mainland
4955,臺北市文山區,,文山區木柵路3段102巷12號,121.5677,24.9875,木柵國中,木柵里、忠順里、順興里,30,"水災,震災",余鎮遠,02-29393031#600,是,否,是,POINT (121.5677 24.9875),sea,146.10060770694977,20.068438151094604,mainland
4957,臺北市文山區,,文山區試院路2號,121.55,24.9876,永建國小,試院里、華興里,30,"水災,震災",陳佳雯,02-22363855#125,是,否,是,POINT (121.55 24.9876),sea,145.27409960815436,18.870990837334364,mainland
4963,新北市土城區,安和里,延和路23號,121.464774,24.988807,安和國小,安和里 延和里 延壽里 平和里 延祿里 ?廷里 延吉里,2293,"水災,震災,土石流,海嘯",黃富聰,02-22603451-131,是,是,是,POINT (121.464774 24.988807),sea,141.6838782439216,13.168814876618557,mainland
4967,新北市中和區,景南里,中和區景新街467巷37號,121.515,24.9893,景新國小,安和里、安平里、中安里、泰安里、秀山里、秀成里、秀福里、秀景里、秀明里、秀峰里、秀仁里、秀義里、東南里、崇南里、景南里、景平里、景新里、秀水里、宜安里、安順里、秀士里、興南里、景本里,897,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,是,POINT (121.515 24.9893),sea,143.8578624069258,16.63478231724802,mainland
4969,臺北市文山區,,文山區景文街108號,121.5408,24.9895,景美國小,景美里、景行里、景東里,74,"水災,震災",莊琬婷,02-29322151#130,是,否,是,POINT (121.5408 24.9895),sea,145.03987734306045,18.41050906545801,mainland
4970,新北市中和區,中興里,中和區復興路301巷6號,121.5019,24.9896,復興國小,外南里、復興里、和興里、景安里、景文里、福南里、中興里、吉興里,946,"水災,土石流,海嘯",劉師政,02-22482688＃286,是,是,否,POINT (121.5019 24.9896),sea,143.31693849008232,15.768336699974935,mainland
4971,臺北市文山區,,臺北市木柵路3段220號10樓,121.5701,24.9896,行政中心大禮堂,木新里、老泉里,60,"水災,震災",周如倩,29365522#324,是,否,否,POINT (121.5701 24.9896),sea,146.42587919001858,20.415989932404898,mainland
4972,新北市板橋區,溪北里,篤行路二段132號,121.4305,24.9897,沙崙國小,溪北、崑崙、成和、堂春、溪福、溪洲,1692,震災,王亭雅組長,26812764832,是,是,否,POINT (121.4305 24.9897),sea,140.4365551597585,10.911373571235895,mainland
4973,新北市中和區,外南里,南山路236號6樓,121.5065,24.9897,復興大樓圖書館,備用（壽南里、復興里、外南里、和興里、景福里、景文里、景安里、福南里、中興里、吉興里）,25,"水災,震災,土石流,海嘯",劉師政,02-22482688#286,是,否,是,POINT (121.5065 24.9897),sea,143.52640550484074,16.09057658684826,mainland
4977,新北市樹林區,樹東里,鎮前街93號,121.424633,24.989981,樹林區公所,保安、樹德、樹西、樹東、圳福、樹福、文林,215,"水災,震災,土石流",社會人文課長 童冠璋,02-26812106#1606,是,否,是,POINT (121.424633 24.989981),sea,140.24567621634912,10.536173412924901,mainland
4978,新北市樹林區,樹西里,育英街176號,121.418101,24.99003,樹林國小,保安、潭底、樹德、樹西、樹人、坡內、樹興、樹福、文林、育林,304,"水災,震災,土石流,海嘯",事務組長黃奎瑋,26812014轉832,是,是,否,POINT (121.418101 24.99003),sea,140.00879506706482,10.095327829924571,mainland
4979,新北市中和區,錦中里,中和區圓通路292號,121.4893,24.9901,錦和國小,備用,1173,"水災,震災,土石流,海嘯",劉師政,02-22482688#286,是,是,是,POINT (121.4893 24.9901),sea,142.83041186141008,14.953488405977145,mainland
4980,臺北市文山區,,文山區木柵路3段191號,121.5702,24.9903,木柵國小,木新里、木柵里,155,"水災,震災",林光媚,02-29391234#130,是,否,否,POINT (121.5702 24.9903),sea,146.50074738283766,20.484137340505455,mainland
4981,新北市石碇區,石碇里,石碇西街15號,121.659,24.9903,石碇國小,石碇里、潭邊里、隆盛里、烏塗里、彭山里、豐林里、永安里、格頭里,109,"水災,震災,土石流,海嘯",李炳坤/李玳辰,02-26631244#13/#29,是,是,是,POINT (121.659 24.9903),sea,151.02100053929624,26.535627179799718,mainland
4982,臺北市文山區,萬興里,文山區秀明路2段114號,121.5766,24.9904,萬興國小,指南里、政大里、萬興里,125,"水災,震災",錢宜黎,02-29381721#131,是,否,是,POINT (121.5766 24.9904),sea,146.81904668713796,20.929042561959257,mainland
4983,新北市板橋區,華德里,四川路二段245巷60號,121.4528,24.9917,信義國小,華德、信義、華東,1024,震災,郭逸涵組長,89667817122,是,是,否,POINT (121.4528 24.9917),sea,141.5054857252184,12.606296964127218,mainland
4986,新北市中和區,錦中里,中和區錦和路163號,121.4911,24.9925,錦和中學,仁和里、中正里、建和里、力行里、錦和里、錦昌里、灰里、德行里、中山里、碧河里、錦中里、錦盛里、正行里,2543,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,是,POINT (121.4911 24.9925),sea,143.1527998421966,15.286437171266497,mainland
4990,臺北市文山區,,文山區景中街27號,121.5429,24.993,景美國中,景行里、景華里、景東里原收容人數101人，修為80人？,80,"水災,震災",張光耀,02-89353130#501,是,否,否,POINT (121.5429 24.993),sea,145.49002550212842,18.860281958918858,mainland
4993,新北市中和區,嘉慶里,中和區連城路460號,121.4783,24.994,中和高中,平河里、信和里、仁和里、灰里、嘉穗里、文元里、民安里、明德里、嘉慶里,2072,"水災,震災,土石流,海嘯",劉師政,02-22482688#286,是,是,否,POINT (121.4783 24.994),sea,142.77236179208504,14.545577491777761,mainland
4994,臺北市文山區,,文山區景福街225號,121.5387,24.9941,溪口國小,景慶里、景仁里,90,"水災,震災",劉家森,29350955＃715,是,否,是,POINT (121.5387 24.9941),sea,145.40883491899672,18.670442750640127,mainland
4996,新北市中和區,秀山里,中和區立人街2號,121.5212,24.9942,秀山國小,安和里、秀山里、秀成里、秀福里、秀景里、秀明里、秀峰里、秀仁里、秀水里、秀義里、秀士里,4228,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,是,POINT (121.5212 24.9942),sea,144.6310440696598,17.486624918499402,mainland
4997,新北市板橋區,五權里,廣和街31號,121.4624,24.9945,重慶國小,五權、廣福、和平、重慶、大豐、仁愛、華德,2135,"水災,震災,土石流,海嘯",方素英組長,29565592305,是,是,否,POINT (121.4624 24.9945),sea,142.17726557790442,13.505842751049428,mainland
5001,臺北市文山區,,臺北市文山區景興路與景華街交叉口,121.5446,24.9956,景華公園,全區,1350,震災,高奕翔,2788-4255,否,是,是,POINT (121.5446 24.9956),sea,145.8308740113698,19.203939602623997,mainland
5002,新北市永和區,智光里,永和區智光里中正路100號,121.5143,24.9957,智光商工,智光里、潭墘里、潭安里、民族里、民本里,722,"震災,土石流,海嘯",張傳奇,29432491#220,是,是,否,POINT (121.5143 24.9957),sea,144.47932349156412,17.147834946802345,mainland
5005,臺北市文山區,,文山區木柵路4段77號,121.5719,24.9959,木柵高工,博嘉里、萬美里、萬芳里,169,"水災,震災",蔡明雄,02-22300506#601,是,否,否,POINT (121.5719 24.9959),sea,147.14290040915986,21.090649272596604,mainland
5006,臺北市文山區,興安里,文山區景華街150巷21號,121.5482,24.9961,景興國小,興安里、興福里、景東里,126,"水災,震災",張郁敏,02-29329438#41,是,否,否,POINT (121.5482 24.9961),sea,146.04742271758803,19.493079319848274,mainland
5007,臺北市文山區,,文山區景興路46巷2號,121.5443,24.9962,景興國中,景華里、萬有里,100,"水災,震災",朱美銀,02-29323794#130,是,否,否,POINT (121.5443 24.9962),sea,145.87769032490925,19.236066237871697,mainland
5008,臺北市文山區,興得里,興隆路三段222號,121.5443,24.9962,臺北市文山運動中心,全區,189,震災,劉宜庭,2570-2330轉6423,是,否,否,POINT (121.5443 24.9962),sea,145.87769032490925,19.236066237871697,mainland
5010,桃園市龜山區,大同里,自強東路269號,121.345413,24.997386,自強國小,大同里,700,"水災,震災,土石流,海嘯",陳光華,3590758#51,是,否,是,POINT (121.345413 24.997386),sea,138.32948856152925,5.786347745063547,mainland
5012,新北市樹林區,潭底里,千歲街59號,121.426072,24.997757,文林國小,圳安、保安、潭底、圳福、文林、圳民,1151,"震災,土石流",事務組長安臺興,26812625轉841,是,是,否,POINT (121.426072 24.997757),sea,141.11235686378006,11.315555848678676,mainland
5015,新北市永和區,民族里,永和區民族里民權路60號,121.5199,24.998,民權市民活動中心,民治里、永元里、永安里、民族里、民權里、潭墘里、潭安里、民本里、智光里、民生里、秀得里、民富里、秀元里,125,"水災,震災,土石流,海嘯",王晨燁,29282828#111,是,否,否,POINT (121.5199 24.998),sea,144.9602208304406,17.730982053259627,mainland
5017,新北市板橋區,重慶里,國慶路221號,121.4632,24.9982,重慶國中,鄉雲、廣德、大豐、仁愛、重慶、和平、廣福、五權、華德、信義、華東,2826,"水災,震災,土石流,海嘯",陳冠樺組長,29543001504,是,是,否,POINT (121.4632 24.9982),sea,142.59234197908387,13.884547633206067,mainland
5018,新北市中和區,漳和里,中和區景平路634之2號,121.5002,24.9982,中和區公所,新南里、南山里、瓦里、錦昌里、錦和里、德行里、中山里、碧河里、正行里、連河里、連城里、枋寮里、漳和里,65,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,否,是,POINT (121.5002 24.9982),sea,144.12414056250284,16.40600173291225,mainland
5020,新北市深坑區,阿柔里,阿柔里阿柔洋62號,121.6072,24.9983,阿柔市民活動中心,阿柔、昇高、萬順里,57,"震災,土石流,海嘯",羅定國林進發,2.66E+15,是,否,是,POINT (121.6072 24.9983),sea,149.1129038290452,23.70653620924174,mainland
5021,新北市板橋區,崑崙里,大觀路三段50巷30號,121.4313,24.9984,溪崑國中,崑崙、成和、溪北、溪洲、溪福、堂春,785,"水災,震災",彭素櫻組長,26869729383,是,是,是,POINT (121.4313 24.9984),sea,141.37505968964226,11.728168934036304,mainland
5022,新北市中和區,自強里,中和區莒光路200號,121.4719,24.9985,自強國小,民享里、瑞穗里、明穗里、清穗里、自強里、德穗里、民生里、國光里、壽德里、明德里、民有里、員富里、冠穗里、國華里,562,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,是,POINT (121.4719 24.9985),sea,142.9743711546235,14.503715512516303,mainland
5023,臺北市文山區,,文山區景福街21巷5號,121.5388,24.9987,志清國小,景仁里、萬隆里、萬祥里,35,"水災,震災",王信傑,02-29323875#40,是,否,是,POINT (121.5388 24.9987),sea,145.8789656829589,19.080300733641746,mainland
5024,新北市中和區,明穗里,中和區莒光路191號,121.4726,24.9988,自強國中,積穗里、民享里、員山里、嘉新里、民安里、安穗里、瑞穗里、明穗里、清穗里、自強里、德穗里、民生里、國光里、壽德里、明德里、民有里、冠穗里、國華里,936,"水災,震災,土石流,海嘯",劉師政,02-22482688#286,是,是,否,POINT (121.4726 24.9988),sea,143.03383507478208,14.577704127024633,mainland
5025,臺北市文山區,,臺北市文山區興隆路3段125巷6號,121.5587,24.9988,興華國小,興昌、興光、興得、興家、萬芳、萬美、博嘉,30,"水災,震災",呂昌諭,02-22393070#130,是,否,否,POINT (121.5587 24.9988),sea,146.80844767495495,20.445195964448175,mainland
5026,新北市中和區,文元里,中和區員山路154號,121.4814,24.9991,積穗國小,平河里、信和里、仁和里、中正里、建和里、灰里、積穗里、員山里、嘉穗里、文元里、嘉新里、安穗里、錦中里、錦盛里、員富里、嘉慶里,545,"水災,震災,土石流,海嘯",劉師政,02-22482688#286,是,是,是,POINT (121.4814 24.9991),sea,143.42586444979113,15.203686747144141,mainland
5028,新北市永和區,民權里,永和區民權里得和路202號,121.5214,24.9997,秀朗國小,民權里、永元里、民本里、民生里、秀得里、民富里、秀元里、民樂里、民治里、民族里、秀林里、勵行里、得和里、智光里,2124,"水災,震災,土石流,海嘯",劉思亭,02-29420451#5502,是,是,否,POINT (121.5214 24.9997),sea,145.19962780272544,17.982153928828254,mainland
5029,新北市中和區,漳和里,中和區中和路100號,121.5016,24.9999,中和國小,中原里、連和里、連城里、力行里、枋寮里、漳和里、廟美里、福真里、福善里、福美里、福祥里、瓦里、福和里、佳和里、安樂里、新南里、南山里、德行里、中山里、碧河里、正行里,2866,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,是,POINT (121.5016 24.9999),sea,144.3581595372078,16.65035886767064,mainland
5032,新北市中和區,嘉新里,中和區民安街66號,121.4798,25.0004,積穗國中,平河里、信和里、積穗里、民享里、員山里、嘉穗里、文元里、嘉新里、民安里、安穗里、瑞穗里、明穗里、清穗里、自強里、德穗里、民生里、國光里、壽德里、民有里、員富里、嘉穗里、冠穗里、國華里,597,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,否,POINT (121.4798 25.0004),sea,143.4937747506836,15.208554419151596,mainland
5033,臺北市文山區,,文山區興隆路3段115巷1號,121.5588,25.0005,萬芳高中,興光里、興得里,131,"水災,震災",張盈霏,02-22309585#500,是,否,否,POINT (121.5588 25.0005),sea,146.98419030116816,20.600961468677294,mainland
5034,新北市深坑區,萬順里,萬順里北深路3段107巷26號,121.6041,25.0008,萬順市民活動中心,萬順、萬福、阿柔3里,22,"震災,土石流,海嘯",楊文得-許添丁,26622208-26621959,是,否,否,POINT (121.6041 25.0008),sea,149.20553153770828,23.714324484453066,mainland
5038,新北市中和區,枋寮里,廟美街6巷3號2、4樓,121.5011,25.0014,鶴齡交誼中心,備用（廟美里、新南里、南山里）,82,"水災,震災,土石流,海嘯",劉師政,02-22482688#286,是,否,是,POINT (121.5011 25.0014),sea,144.4904173901159,16.747712307813565,mainland
5039,新北市中和區,枋寮里,中和區廣福路41號,121.5034,25.0016,南山高中,連和里、連城里、力行里、枋寮里、漳和里、廟美里、福真里、福善里、福美里、福祥里、瓦里、福和里、佳和里、安樂里、安平里、中安里、泰安里、宜安里、安順里,2130,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,否,POINT (121.5034 25.0016),sea,144.60936350222957,16.921974965669996,mainland
5040,臺北市文山區,,文山區興隆路2段235號,121.5508,25.0017,興德國小,興豐里、興邦里、興業里,30,"水災,震災",朱雅菁,02-29329431#35,是,否,否,POINT (121.5508 25.0017),sea,146.73274397055997,20.160923919229973,mainland
5041,新北市深坑區,深坑里,深坑里文化路41號,121.6183,25.0017,深坑國中,深坑、埔新、昇高、土庫4里,304,"水災,震災,土石流,海嘯",陳春男-林玉葉,2662145510-2662145517,是,是,是,POINT (121.6183 25.0017),sea,150.00933513411772,24.760873965991156,mainland
5042,新北市深坑區,深坑里,深坑里文化路45號,121.6169,25.0018,深坑國小,深坑、埔新、阿柔,632,"水災,震災,土石流,海嘯",張嘉榮-陳佑瑜,02-26624675,是,是,是,POINT (121.6169 25.0018),sea,149.94817611711713,24.67422940426353,mainland
5043,臺北市文山區,萬美里,文山區萬和街1號,121.5673,25.0019,萬芳國小,萬芳里、萬美里,135,"水災,震災",何寶妍,2230-1232#31,是,否,否,POINT (121.5673 25.0019),sea,147.52534331734327,21.30287977210879,mainland
5044,新北市樹林區,金寮里,保安街二段151號,121.415438,25.002028,武林國小,三多、三福、三興、圳安、潭底、?獠、光興、金寮,822,"震災,土石流,海嘯",事務組長陳寶賢,26812475轉831,是,是,否,POINT (121.415438 25.002028),sea,141.16913688856175,10.965093199506843,mainland
5045,臺北市文山區,,文山區木柵路4段159巷14之1號,121.5758,25.0021,博嘉國小,博嘉里,30,"水災,震災",陳逸儒,02-22302585#130,是,否,否,POINT (121.5758 25.0021),sea,147.95055257095174,21.899656360185688,mainland
5046,桃園市龜山區,精忠里,光峰路141號,121.343353,25.002285,精忠集會所,精忠里,114,"水災,震災,土石流,海嘯",吳陳巧珠,03-2134389,是,否,是,POINT (121.343353 25.002285),sea,138.78908886414183,6.075205137312223,mainland
5047,新北市板橋區,中山里,大觀路二段59巷31號,121.4477,25.0023,中山國小,中山、大安、復興、聚安、龍安、福安、浮洲、華中、僑中、大觀、歡園,1136,震災,林柏丞組長,22755313222,是,是,否,POINT (121.4477 25.0023),sea,142.40744470068972,13.187497001781509,mainland
5048,臺北市文山區,興旺里,文山區福興路2號,121.5519,25.0024,興隆國小,興旺里、興泰里,133,"水災,震災",張仁傑,02-29323131#511,是,否,是,POINT (121.5519 25.0024),sea,146.8542740194172,20.29721873543101,mainland
5049,新北市深坑區,深坑里,深坑里北深路2段166號,121.6147,25.0025,深坑市民活動中心,深坑、埔新、萬福里,36,"水災,震災,土石流,海嘯",張松林-張阿免,26622723-26624911,是,否,否,POINT (121.6147 25.0025),sea,149.9059968484917,24.585637773733364,mainland
5050,新北市深坑區,深坑里,深坑里深坑街10號,121.616,25.0025,深坑區公所,深坑、埔新、土庫、賴仲、萬順、萬福、昇高、阿柔8里,100,"水災,震災,土石流,海嘯",陳東梧,02-26623116256,是,否,否,POINT (121.616 25.0025),sea,149.97173194389003,24.6742294042636,mainland
5051,新北市中和區,枋寮里,中和區廣福路39號,121.5055,25.0027,漳和國中,福和里、安樂里、安和里、安平里、中安里、泰安里、秀山里、秀成里、秀福里、秀景里、秀明里、秀峰里、秀仁里、秀水里、宜安里、安順里、秀義里、秀士里,1067,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,是,POINT (121.5055 25.0027),sea,144.81214766151345,17.161464428421965,mainland
5052,臺北市文山區,興昌里,興德路55號,121.5571,25.0029,興德里營區,全區,200,"水災,震災",李德龍上尉,02-23140177,是,否,否,POINT (121.5571 25.0029),sea,147.1463502477043,20.695394305616244,mainland
5054,新北市板橋區,福星里,重慶路157號,121.4627,25.0033,後埔國小,廣德、福德、仁愛、福星、大豐、華興、鄉雲、華貴、華福、華東、景星 、重慶、後埔、湳興、國泰、和平、廣福、五權、福星,703,"水災,震災",林淑茹組長,29614142-50,是,是,否,POINT (121.4627 25.0033),sea,143.1005774963188,14.297326219412458,mainland
5055,新北市永和區,得和里,永和區得和里秀朗路一段201號,121.5186,25.0035,復興商工,永安里、大新里、福和里、得和里、店街里、永樂里、永元里、雙和里、安和里、協和里、水源里,827,"水災,震災,土石流,海嘯",羅保羅,02-29262121223,是,是,否,POINT (121.5186 25.0035),sea,145.4632960763987,18.124289951437447,mainland
5056,新北市永和區,潭墘里,永和區潭墘里秀朗路一段120號,121.517,25.0036,永和國小,潭墘里、永安里、潭安里、大新里、雙和里、安和里、水源里、店街里、永樂里、得和里、民治里、民權里、保平里、福和里,1329,"水災,震災,土石流,海嘯",賀仲民,29214615#401,是,是,否,POINT (121.517 25.0036),sea,145.40330425805286,18.02401590808934,mainland
5057,臺北市文山區,,臺北市文山區興隆路1段68號,121.5405,25.0039,武功國小,景美、景行、景東、景華、景慶、景仁、萬有、萬祥、萬隆、萬和、萬年、萬盛、興豐、興邦、興旺、興泰、興業、興安、興福里,50,"水災,震災",陳冠任,02-29314360#19,是,否,否,POINT (121.5405 25.0039),sea,146.4828043923926,19.651765427281784,mainland
5059,新北市永和區,秀和里,永和區秀和里永利路71號,121.5209,25.004,福和國中,福林里、光明里、永貞里、永福里、秀林里、秀朗里、秀成里、大新里、民樂里、福和里、秀和里、河濱里、民生里、秀得里、店街里、民富里、秀元里、永樂里,1401,"水災,震災,土石流,海嘯",黃議賢,02-29289493#261,是,是,否,POINT (121.5209 25.004),sea,145.6154510071304,18.324838038131794,mainland
5061,新北市深坑區,萬福里,萬福里北深路3段152號,121.6047,25.0044,東南科技大學,萬順、萬福、深坑,916,"水災,震災,土石流,海嘯",王辰祉-黃志衡,86625802-86625802-86625800夜,是,是,是,POINT (121.6047 25.0044),sea,149.59248278389492,24.070638075376046,mainland
5063,新北市板橋區,福星里,成都街30號,121.4616,25.0048,忠孝國中,華貴、華興、華福、景星、留侯、流芳、赤松、黃石、挹秀、湳興、新興、福星、廣德、後埔、華福、鄉雲、華東,191,"水災,震災,土石流,海嘯",黃莉晴組長,29631350232,是,是,否,POINT (121.4616 25.0048),sea,143.21226710585938,14.353791214695866,mainland
5064,臺北市文山區,,文山區羅斯福路5段170巷32號,121.5367,25.0048,萬福國小,萬年里、萬和里、萬盛里,32,"水災,震災",呂昌諭,02-22393070#130,是,否,否,POINT (121.5367 25.0048),sea,146.40180165397527,19.471661563017022,mainland
5065,臺北市文山區,,文山區福興路80號,121.5497,25.0049,興福國中,興旺里、興泰里,300,"水災,震災",詹琦斌,02-29322024#400,是,否,否,POINT (121.5497 25.0049),sea,147.00499469779922,20.36633967793226,mainland
5066,新北市深坑區,昇高里,昇高里旺耽路25號,121.6287,25.0049,昇高市民活動中心,昇高、阿柔、賴仲3里,87,"水災,震災,土石流,海嘯",李傳震潘淑妙,2.66E+15,是,否,是,POINT (121.6287 25.0049),sea,150.8558076830318,25.74998491784413,mainland
5067,新北市板橋區,國泰里,實踐路93巷51號,121.4664,25.005,實踐國小,民族、福祿、福德、國泰、後埔、福丘、景興、福星、大豐、重慶、仁愛、和平、廣福、華德,1018,"水災,土石流",黃宜寧組長,29531233142,是,是,否,POINT (121.4664 25.005),sea,143.42445517121504,14.69842239280156,mainland
5068,新北市平溪區,東勢里,竿蓁林62-1號,121.7508,25.0052,東勢市民活動中心,東勢里,25,"水災,震災,土石流",李元裕,02-24951510#151,是,否,否,POINT (121.7508 25.0052),sea,157.61248308836423,34.09706887571195,mainland
5069,新北市平溪區,嶺腳里,嶺腳寮14號,121.7508,25.0052,嶺腳市民活動中心,嶺腳里、東勢里、望古里,47,"水災,震災,土石流",李元裕,02-24951510#151,是,否,是,POINT (121.7508 25.0052),sea,157.61248308836423,34.09706887571195,mainland
5071,新北市新店區,塗潭里,新北市新店區直潭十街2號,121.456585,25.005939,直潭派出所,直潭里、塗潭里,75,"水災,震災,土石流",吳英同,29112281#1209,否,否,否,POINT (121.456585 25.005939),sea,143.13228273505854,14.111828974564416,mainland
5072,新北市中和區,福美里,莊敬路49巷29弄2號,121.5016,25.0061,山北市民活動中心,備用漳和區,92,"水災,震災,土石流,海嘯",劉師政,02-22482688#286,是,否,否,POINT (121.5016 25.0061),sea,144.99335517936655,17.193591063669004,mainland
5074,臺北市文山區,,文山區辛亥路4段103號,121.5585,25.0063,辛亥國小,興昌里、興光里、興泰里,30,"水災,震災",劉正湖,02-29357282#141,是,否,否,POINT (121.5585 25.0063),sea,147.55411408273204,21.088702203793513,mainland
5075,新北市樹林區,?寮里,三多路101號,121.414672,25.006414,三多國中,三多、三福、三興、圳安、?寮、光興、金寮、圳民、圳生、三龍,847,"震災,土石流,海嘯",事務組長林正忠,86881501#502,是,是,否,POINT (121.414672 25.006414),sea,141.60170445866993,11.29718525452303,mainland
5076,新北市永和區,秀和里,永和區秀和里國中路111號,121.5233,25.0067,永和國中,秀和里、河濱里、永福里、福林里、永貞里、秀林里、秀朗里、秀成里、竹林里、豫溪里、光明里、民樂里,1109,"水災,震災,土石流,海嘯",劉康君,29218878#203,是,是,否,POINT (121.5233 25.0067),sea,145.9963459042041,18.7249606771202,mainland
