避難收容處所名稱,縣市及鄉鎮市區,緯度,經度,is_indoor,設施類型,最近AQI測站,測站縣市,最近測站AQI,距離測站(km),風險等級,風險描述,風險分數,模擬情境
新興社區活動中心,高雄市六龜區,22.9076,120.6335,True,室內設施,南投,未知地區,51,10.88,Low Risk,風險較低,30,高AQI情境模擬
高雄市立湖內國民中學,高雄市湖內區,22.907722,120.227397,True,室內設施,鶯歌,台南市,94,8.63,Low Risk,風險較低,25,高AQI情境模擬
中圳社區活動中心,高雄市美濃區,22.908018,120.547647,True,室內設施,南投,未知地區,51,3.23,Low Risk,風險較低,25,高AQI情境模擬
中正堂二樓,高雄市湖內區,22.9091,120.2129,True,室內設施,鶯歌,台南市,94,8.52,Low Risk,風險較低,25,高AQI情境模擬
鹿野國小,臺東縣鹿野鄉,22.9094,121.137,True,室內設施,綠島,未知地區,47,15.3,Low Risk,風險較低,5,高AQI情境模擬
白雲社區活動中心,高雄市茄萣區,22.9096,120.1851,True,室內設施,鶯歌,台南市,94,9.23,Low Risk,風險較低,25,高AQI情境模擬
高雄市茂林區多納國民小學,高雄市茂林區,22.9101,120.7159,True,室內設施,南投,未知地區,51,19.21,Low Risk,風險較低,30,高AQI情境模擬
多納里社區活動中心,高雄市茂林區,22.9105,120.7167,True,室內設施,南投,未知地區,51,19.3,Low Risk,風險較低,30,高AQI情境模擬
萬山里避難屋,高雄市茂林區,22.911115,120.682514,True,室內設施,南投,未知地區,51,15.87,Low Risk,風險較低,30,高AQI情境模擬
高雄市茄萣區砂崙國民小學,高雄市茄萣區,22.91319,120.182354,True,室內設施,鶯歌,台南市,94,8.99,Low Risk,風險較低,25,高AQI情境模擬
臺南市歸仁區大潭國小,臺南市歸仁區,22.9138,120.2718,True,室內設施,鶯歌,台南市,94,9.43,Low Risk,風險較低,25,高AQI情境模擬
鹿野鄉公所,臺東縣鹿野鄉,22.9143,121.1362,True,室內設施,綠島,未知地區,47,14.78,Low Risk,風險較低,5,高AQI情境模擬
廣林里社區活動中心,高雄市美濃區,22.916916,120.579295,True,室內設施,南投,未知地區,51,6.22,Low Risk,風險較低,25,高AQI情境模擬
臺南市關廟區文和國小,臺南市關廟區,22.917,120.3428,True,室內設施,鶯歌,台南市,94,14.5,Low Risk,風險較低,30,高AQI情境模擬
內門紫竹寺香客大樓,高雄市內門區,22.9172,120.4554,True,室內設施,南投,未知地區,51,8.56,Low Risk,風險較低,25,高AQI情境模擬
高雄市美濃區廣興國民小學,高雄市美濃區,22.917251,120.567922,True,室內設施,南投,未知地區,51,5.35,Low Risk,風險較低,25,高AQI情境模擬
高雄市內門區觀亭國民小學,高雄市內門區,22.918343,120.453734,True,室內設施,南投,未知地區,51,8.77,Low Risk,風險較低,25,高AQI情境模擬
高雄市內門區西門國民小學,高雄市內門區,22.918619,120.426716,True,室內設施,南投,未知地區,51,11.33,Low Risk,風險較低,30,高AQI情境模擬
高雄市立內門國民中學,高雄市內門區,22.921882,120.453517,True,室內設施,南投,未知地區,51,8.97,Low Risk,風險較低,25,高AQI情境模擬
華山營區,高雄市旗山區,22.9266,120.5039,True,室內設施,南投,未知地區,51,5.51,Low Risk,風險較低,25,高AQI情境模擬
臺南市龍崎區大坪里民活動中心,臺南市龍崎區,22.9268,120.3921,True,室內設施,南投,未知地區,51,14.97,Low Risk,風險較低,30,高AQI情境模擬
永康村鄉立幼兒園,臺東縣延平鄉,22.927897,121.115208,True,室內設施,綠島,未知地區,47,13.88,Low Risk,風險較低,5,高AQI情境模擬
隆昌村辦公處活動中心,臺東縣東河鄉,22.928015,121.269255,True,室內設施,綠島,未知地區,47,17.03,Low Risk,風險較低,5,高AQI情境模擬
臺南市歸仁區沙崙國中,臺南市歸仁區,22.9287,120.2816,True,室內設施,鶯歌,台南市,94,8.75,Low Risk,風險較低,25,高AQI情境模擬
臺南市龍崎區牛埔里里民活動中心,臺南市龍崎區,22.9313,120.4096,True,室內設施,南投,未知地區,51,13.48,Low Risk,風險較低,30,高AQI情境模擬
永安社區活動中心,臺東縣鹿野鄉,22.9316,121.1296,True,室內設施,綠島,未知地區,47,13.05,Low Risk,風險較低,5,高AQI情境模擬
臺南市南區南寧中學,臺南市南區,22.9318,120.1834,True,室內設施,鶯歌,台南市,94,7.14,Low Risk,風險較低,25,高AQI情境模擬
臺南市南區灣裡聯合里活動中心,臺南市南區,22.9323,120.1808,True,室內設施,鶯歌,台南市,94,7.25,Low Risk,風險較低,25,高AQI情境模擬
臺南市南區省躬國小,臺南市南區,22.9325,120.1804,True,室內設施,鶯歌,台南市,94,7.26,Low Risk,風險較低,25,高AQI情境模擬
永昌社區活動中心,臺東縣鹿野鄉,22.9328,121.1308,True,室內設施,綠島,未知地區,47,12.89,Low Risk,風險較低,5,高AQI情境模擬
中正社區活動中心,高雄市旗山區,22.9329,120.5022,True,室內設施,南投,未知地區,51,6.2,Low Risk,風險較低,25,高AQI情境模擬
永安國小,臺東縣鹿野鄉,22.9336,121.1283,True,室內設施,綠島,未知地區,47,12.87,Low Risk,風險較低,5,高AQI情境模擬
臺南市關廟區深坑國小,臺南市關廟區,22.9371,120.3353,True,室內設施,鶯歌,台南市,94,12.76,Low Risk,風險較低,30,高AQI情境模擬
鹿野鄉立托兒所,臺東縣鹿野鄉,22.9403,121.1515,True,室內設施,綠島,未知地區,47,11.7,Low Risk,風險較低,5,高AQI情境模擬
南海紫竹寺香客大樓,高雄市內門區,22.9417,120.4613,True,室內設施,南投,未知地區,51,9.59,Low Risk,風險較低,25,高AQI情境模擬
臺南市仁德區臺南都會公園管理中心,臺南市仁德區,22.9437,120.2211,False,戶外設施,鶯歌,台南市,94,4.62,Warning,最近測站 AQI 94 > 50 且為戶外設施,45,高AQI情境模擬
臺南市仁德區後壁里老人文康活動中心,臺南市仁德區,22.9475,120.2532,True,室內設施,鶯歌,台南市,94,5.26,Low Risk,風險較低,25,高AQI情境模擬
月美社區活動中心,高雄市杉林區,22.948034,120.528674,True,室內設施,南投,未知地區,51,7.17,Low Risk,風險較低,25,高AQI情境模擬
臺南市龍崎區龍船里里民活動中心,臺南市龍崎區,22.952,120.4213,True,室內設施,南投,未知地區,51,13.53,Low Risk,風險較低,30,高AQI情境模擬
瑞源社區活動中心,臺東縣鹿野鄉,22.955,121.1562,True,室內設施,綠島,未知地區,47,10.03,Low Risk,風險較低,5,高AQI情境模擬
瑞隆社區活動中心,臺東縣鹿野鄉,22.955,121.1562,True,室內設施,綠島,未知地區,47,10.03,Low Risk,風險較低,5,高AQI情境模擬
永富社區活動中心景義國小,高雄市內門區,22.956,120.4942,True,室內設施,南投,未知地區,51,8.87,Low Risk,風險較低,25,高AQI情境模擬
高雄市內門區內門國民小學,高雄市內門區,22.956009,120.470326,True,室內設施,南投,未知地區,51,10.14,Low Risk,風險較低,30,高AQI情境模擬
瑞源國小,臺東縣鹿野鄉,22.9578,121.1554,True,室內設施,綠島,未知地區,47,9.73,Low Risk,風險較低,0,高AQI情境模擬
高雄市杉林區月美國民小學,高雄市杉林區,22.958186,120.535203,True,室內設施,南投,未知地區,51,8.31,Low Risk,風險較低,25,高AQI情境模擬
臺南市關廟區五甲國小,臺南市關廟區,22.9583,120.3343,True,室內設施,鶯歌,台南市,94,11.86,Low Risk,風險較低,30,高AQI情境模擬
臺南市關廟社區活動中心,臺南市關廟區,22.9589,120.3242,True,室內設施,鶯歌,台南市,94,10.85,Low Risk,風險較低,30,高AQI情境模擬
大林社區活動中心備用,高雄市旗山區,22.9591,120.5147,True,室內設施,南投,未知地區,51,8.55,Low Risk,風險較低,25,高AQI情境模擬
臺南市關廟區關廟國中,臺南市關廟區,22.9608,120.3247,True,室內設施,鶯歌,台南市,94,10.84,Low Risk,風險較低,30,高AQI情境模擬
臺南市南區區公所,臺南市南區,22.9609,120.1884,True,室內設施,鶯歌,台南市,94,4.39,Low Risk,風險較低,25,高AQI情境模擬
臺南市南區龍崗國小,臺南市南區,22.9614,120.1696,True,室內設施,彰化,台南市,67,5.97,Low Risk,風險較低,25,高AQI情境模擬
臺南市東區大智里活動中心,臺南市東區,22.9615,120.2303,True,室內設施,鶯歌,台南市,94,2.77,Low Risk,風險較低,25,高AQI情境模擬
臺南市歸仁區紅瓦厝國小,臺南市歸仁區,22.9617,120.2987,True,室內設施,鶯歌,台南市,94,8.26,Low Risk,風險較低,25,高AQI情境模擬
尚德國小村辦公室,臺東縣東河鄉,22.9627,121.2407,True,室內設施,綠島,未知地區,47,12.2,Low Risk,風險較低,5,高AQI情境模擬
臺南市南區永華國小,臺南市南區,22.9631,120.1886,True,室內設施,鶯歌,台南市,94,4.23,Low Risk,風險較低,25,高AQI情境模擬
臺南市關廟區關廟國小,臺南市關廟區,22.9637,120.3261,True,室內設施,鶯歌,台南市,94,10.91,Low Risk,風險較低,30,高AQI情境模擬
高雄市杉林區大愛民族國民小學,高雄市杉林區,22.963823,120.538829,True,室內設施,南投,未知地區,51,8.96,Low Risk,風險較低,25,高AQI情境模擬
臺南市歸仁區歸南國小,臺南市歸仁區,22.9642,120.2883,True,室內設施,鶯歌,台南市,94,7.16,Low Risk,風險較低,25,高AQI情境模擬
臺南市龍崎區民活動中心,臺南市龍崎區,22.9642,120.3595,True,室內設施,鶯歌,台南市,94,14.25,Low Risk,風險較低,30,高AQI情境模擬
臺南市立龍崎國民小學,臺南市龍崎區,22.964425,120.35906,True,室內設施,鶯歌,台南市,94,14.2,Low Risk,風險較低,30,高AQI情境模擬
臺南市南區明興社區活動中心,臺南市南區,22.9651,120.1923,True,室內設施,鶯歌,台南市,94,3.79,Low Risk,風險較低,25,高AQI情境模擬
臺南市龍崎區老人文康活中心,臺南市龍崎區,22.9651,120.3603,True,室內設施,鶯歌,台南市,94,14.32,Low Risk,風險較低,30,高AQI情境模擬
大愛活動中心,高雄市杉林區,22.966082,120.545574,True,室內設施,南投,未知地區,51,9.3,Low Risk,風險較低,25,高AQI情境模擬
月眉社區活動中心,高雄市杉林區,22.96649744,120.5354386,True,室內設施,南投,未知地區,51,9.23,Low Risk,風險較低,25,高AQI情境模擬
臺南市歸仁區公所,臺南市歸仁區,22.9669,120.294,True,室內設施,鶯歌,台南市,94,7.63,Low Risk,風險較低,25,高AQI情境模擬
臺南市南區開南里活動中心,臺南市南區,22.967,120.1856,True,室內設施,鶯歌,台南市,94,4.26,Low Risk,風險較低,25,高AQI情境模擬
臺南市仁德區仁義里運動公園育樂中心,臺南市仁德區,22.9675,120.2585,False,戶外設施,鶯歌,台南市,94,4.21,Warning,最近測站 AQI 94 > 50 且為戶外設施,45,高AQI情境模擬
上平社區活動中心,高雄市杉林區,22.96796903,120.557561,True,室內設施,南投,未知地區,51,9.78,Low Risk,風險較低,25,高AQI情境模擬
臺南市龍崎區龍崎國民中學,臺南市龍崎區,22.9683,120.3608,True,室內設施,鶯歌,台南市,94,14.32,Low Risk,風險較低,30,高AQI情境模擬
高雄市立杉林國民中學,高雄市杉林區,22.968577,120.540834,True,室內設施,南投,未知地區,51,9.51,Low Risk,風險較低,25,高AQI情境模擬
東河鄉公所2樓大會議室,臺東縣東河鄉,22.969096,121.302729,True,室內設施,綠島,未知地區,47,16.7,Low Risk,風險較低,5,高AQI情境模擬
臺南市歸仁區歸仁國中,臺南市歸仁區,22.9696,120.2939,True,室內設施,鶯歌,台南市,94,7.55,Low Risk,風險較低,25,高AQI情境模擬
臺南市南區白雪社區活動中心,臺南市南區,22.9697,120.1888,True,室內設施,彰化,台南市,67,3.82,Low Risk,風險較低,25,高AQI情境模擬
臺南市歸仁區歸仁國小,臺南市歸仁區,22.9698,120.2966,True,室內設施,鶯歌,台南市,94,7.81,Low Risk,風險較低,25,高AQI情境模擬
武陵村活動中心,臺東縣延平鄉,22.969833,121.117842,True,室內設施,綠島,未知地區,47,9.51,Low Risk,風險較低,0,高AQI情境模擬
臺南市歸仁區文化國小,臺南市歸仁區,22.9708,120.2891,True,室內設施,鶯歌,台南市,94,7.04,Low Risk,風險較低,25,高AQI情境模擬
臺南市歸仁區歸仁里活動中心,臺南市歸仁區,22.9708,120.2984,True,室內設施,鶯歌,台南市,94,7.97,Low Risk,風險較低,25,高AQI情境模擬
臺南市南區大忠大林社區活動中心,臺南市南區,22.9726,120.2125,True,室內設施,鶯歌,台南市,94,1.72,Low Risk,風險較低,25,高AQI情境模擬
臺南市仁德區公所,臺南市仁德區,22.973,120.2517,True,室內設施,鶯歌,台南市,94,3.32,Low Risk,風險較低,25,高AQI情境模擬
瑞源國中,臺東縣鹿野鄉,22.9742,121.1567,True,室內設施,綠島,未知地區,47,7.9,Low Risk,風險較低,0,高AQI情境模擬
臺南市南區府南里活動中心,臺南市南區,22.9744,120.1953,True,室內設施,彰化,台南市,67,2.98,Low Risk,風險較低,25,高AQI情境模擬
高雄市內門區木柵國民小學,高雄市內門區,22.975346,120.467861,True,室內設施,南投,未知地區,51,12.05,Low Risk,風險較低,30,高AQI情境模擬
臺南市東區崇德里活動中心,臺南市東區,22.9757,120.2281,True,室內設施,鶯歌,台南市,94,1.22,Low Risk,風險較低,25,高AQI情境模擬
臺南市南區田寮社區活動中心,臺南市南區,22.9765,120.1955,True,室內設施,彰化,台南市,67,2.84,Low Risk,風險較低,25,高AQI情境模擬
高雄市杉林區上平國民小學,高雄市杉林區,22.976853,120.544072,True,室內設施,南投,未知地區,51,10.46,Low Risk,風險較低,30,高AQI情境模擬
臺南市東區和平里活動中心,臺南市東區,22.977,120.2326,True,室內設施,鶯歌,台南市,94,1.41,Low Risk,風險較低,25,高AQI情境模擬
臺南市南區國宅社區活動中心,臺南市南區,22.9771,120.1879,True,室內設施,彰化,台南市,67,3.51,Low Risk,風險較低,25,高AQI情境模擬
臺南市關廟區新光國小,臺南市關廟區,22.9772,120.3595,True,室內設施,鶯歌,台南市,94,14.09,Low Risk,風險較低,30,高AQI情境模擬
臺南市安平區漁光里活動中心,臺南市安平區,22.977225,120.159968,True,室內設施,彰化,台南市,67,6.24,Low Risk,風險較低,25,高AQI情境模擬
日光小林社區活動中心,高雄市杉林區,22.977268,120.556689,True,室內設施,南投,未知地區,51,10.76,Low Risk,風險較低,30,高AQI情境模擬
永吉社區活動中心,高雄市內門區,22.9774,120.498,True,室內設施,南投,未知地區,51,10.95,Low Risk,風險較低,30,高AQI情境模擬
臺南市南區新興國中,臺南市南區,22.9778,120.1876,True,室內設施,彰化,台南市,67,3.5,Low Risk,風險較低,25,高AQI情境模擬
木柵社區活動中心,高雄市內門區,22.978,120.4677,True,室內設施,南投,未知地區,51,12.31,Low Risk,風險較低,30,高AQI情境模擬
臺南市南區體育公園,臺南市南區,22.9785,120.2068,False,戶外設施,鶯歌,台南市,94,1.74,Warning,最近測站 AQI 94 > 50 且為戶外設施,45,高AQI情境模擬
新豐社區活動中心,臺東縣鹿野鄉,22.9789,121.1315,True,室內設施,綠島,未知地區,47,7.99,Low Risk,風險較低,0,高AQI情境模擬
瑞豐國小,臺東縣鹿野鄉,22.9791,121.1369,True,室內設施,綠島,未知地區,47,7.77,Low Risk,風險較低,0,高AQI情境模擬
臺南市南區大成國中,臺南市南區,22.9796,120.198,True,室內設施,彰化,台南市,67,2.45,Low Risk,風險較低,25,高AQI情境模擬
臺南市東區崇學國民小學操場,臺南市東區,22.9796,120.2234,False,戶外設施,鶯歌,台南市,94,0.64,Warning,最近測站 AQI 94 > 50 且為戶外設施,45,高AQI情境模擬
臺南市東區復興里活動中心,臺南市東區,22.9803,120.2416,True,室內設施,鶯歌,台南市,94,2.06,Low Risk,風險較低,25,高AQI情境模擬
臺南市東區區公所,臺南市東區,22.980519,120.224015,True,室內設施,鶯歌,台南市,94,0.56,Low Risk,風險較低,25,高AQI情境模擬
臺南市東區德光里活動中心,臺南市東區,22.9806,120.2188,True,室內設施,鶯歌,台南市,94,0.62,Low Risk,風險較低,25,高AQI情境模擬
臺南市南區台南高商,臺南市南區,22.9811,120.202,True,室內設施,彰化,台南市,67,2.01,Low Risk,風險較低,25,高AQI情境模擬
臺南市東區虎尾里活動中心,臺南市東區,22.9815,120.2353,True,室內設施,鶯歌,台南市,94,1.41,Low Risk,風險較低,25,高AQI情境模擬
臺南市東區裕聖里活動中心,臺南市東區,22.9817,120.2464,True,室內設施,鶯歌,台南市,94,2.51,Low Risk,風險較低,25,高AQI情境模擬
臺南市仁德區太子里活動中心,臺南市仁德區,22.9823,120.255,True,室內設施,鶯歌,台南市,94,3.38,Low Risk,風險較低,25,高AQI情境模擬
臺南市東區裕文國民小學,臺南市東區,22.982499,120.245741,True,室內設施,鶯歌,台南市,94,2.43,Low Risk,風險較低,25,高AQI情境模擬
臺南市東區復興國民小學風雨球場,臺南市東區,22.9826,120.2387,False,戶外設施,鶯歌,台南市,94,1.72,Warning,最近測站 AQI 94 > 50 且為戶外設施,45,高AQI情境模擬
臺南市中西區五妃社區活動中心,臺南市中西區,22.983,120.2049,True,室內設施,彰化,台南市,67,1.65,Low Risk,風險較低,25,高AQI情境模擬
臺南市東區龍山社區活動中心,臺南市東區,22.9836,120.2193,True,室內設施,鶯歌,台南市,94,0.34,Low Risk,風險較低,25,高AQI情境模擬
臺南市東區自強里活動中心,臺南市東區,22.984,120.2352,True,室內設施,鶯歌,台南市,94,1.34,Low Risk,風險較低,25,高AQI情境模擬
臺南市中西區仙草里活動中心,臺南市中西區,22.9844,120.1995,True,室內設施,彰化,台南市,67,2.12,Low Risk,風險較低,25,高AQI情境模擬
臺南市東區富裕里活動中心,臺南市東區,22.9847,120.2276,True,室內設施,鶯歌,台南市,94,0.56,Low Risk,風險較低,25,高AQI情境模擬
臺南市中西區中山國中,臺南市中西區,22.9848,120.2033,True,室內設施,彰化,台南市,67,1.73,Low Risk,風險較低,25,高AQI情境模擬
臺南市東區富強里活動中心,臺南市東區,22.986,120.2317,True,室內設施,鶯歌,台南市,94,0.98,Low Risk,風險較低,25,高AQI情境模擬
臺南市安平區億載里活動中心,臺南市安平區,22.986221,120.161834,True,室內設施,彰化,台南市,67,5.91,Low Risk,風險較低,25,高AQI情境模擬
臺南市東區關聖社區活動中心,臺南市東區,22.9865,120.2434,True,室內設施,鶯歌,台南市,94,2.18,Low Risk,風險較低,25,高AQI情境模擬
臺南市安平區文平里活動中心,臺南市安平區,22.986772,120.185499,True,室內設施,彰化,台南市,67,3.49,Low Risk,風險較低,25,高AQI情境模擬
臺南市安平區育平里活動中心,臺南市安平區,22.987404,120.167087,True,室內設施,彰化,台南市,67,5.37,Low Risk,風險較低,25,高AQI情境模擬
臺南市東區衛國里活動中心,臺南市東區,22.9879,120.2254,True,室內設施,鶯歌,台南市,94,0.45,Low Risk,風險較低,25,高AQI情境模擬
新和社區舊圖書室,高雄市杉林區,22.98792,120.563198,True,室內設施,南投,未知地區,51,12.07,Low Risk,風險較低,30,高AQI情境模擬
瑞豐社區活動中心,臺東縣鹿野鄉,22.988,121.1398,True,室內設施,綠島,未知地區,47,6.74,Low Risk,風險較低,0,高AQI情境模擬
高雄市杉林區新庄國民小學,高雄市杉林區,22.989102,120.559681,True,室內設施,南投,未知地區,51,12.11,Low Risk,風險較低,30,高AQI情境模擬
臺南市中西區郡西里活動中心,臺南市中西區,22.989445,120.194075,True,室內設施,彰化,台南市,67,2.6,Low Risk,風險較低,25,高AQI情境模擬
臺南市安平區國平里活動中心,臺南市安平區,22.98948,120.176458,True,室內設施,彰化,台南市,67,4.4,Low Risk,風險較低,25,高AQI情境模擬
臺南市東區後甲南聖里聯合社區活動中心,臺南市東區,22.9895,120.2427,True,室內設施,鶯歌,台南市,94,2.16,Low Risk,風險較低,25,高AQI情境模擬
臺南市中西區忠義國小,臺南市中西區,22.989572,120.20315,True,室內設施,彰化,台南市,67,1.67,Low Risk,風險較低,25,高AQI情境模擬
臺南市東區崇誨里活動中心,臺南市東區,22.9898,120.2247,True,室內設施,彰化,台南市,67,0.54,Low Risk,風險較低,25,高AQI情境模擬
臺南市安平區億載國小-操場,臺南市安平區,22.990008,120.163155,False,戶外設施,彰化,台南市,67,5.77,Warning,最近測站 AQI 67 > 50 且為戶外設施,45,高AQI情境模擬
臺南市中西區永福小西三民里活動中心,臺南市中西區,22.9901,120.2008,True,室內設施,彰化,台南市,67,1.91,Low Risk,風險較低,25,高AQI情境模擬
臺南市中西區萬昌公正里活動中心,臺南市中西區,22.991183,120.21101,True,室內設施,彰化,台南市,67,0.89,Low Risk,風險較低,25,高AQI情境模擬
臺南市中西區中頭社區活動中心,臺南市中西區,22.9912,120.1913,True,室內設施,彰化,台南市,67,2.89,Low Risk,風險較低,25,高AQI情境模擬
臺南市中西區民生社區活動中心,臺南市中西區,22.9912,120.1913,True,室內設施,彰化,台南市,67,2.89,Low Risk,風險較低,25,高AQI情境模擬
臺南市歸仁區保西國小,臺南市歸仁區,22.9919,120.2936,True,室內設施,鶯歌,台南市,94,7.35,Low Risk,風險較低,25,高AQI情境模擬
東寧運動公園,臺南市東區,22.992061,120.224271,False,戶外設施,彰化,台南市,67,0.58,Warning,最近測站 AQI 67 > 50 且為戶外設施,45,高AQI情境模擬
臺南市東區大學東寧聯合社區活動中心,臺南市東區,22.9921,120.2243,True,室內設施,彰化,台南市,67,0.58,Low Risk,風險較低,25,高AQI情境模擬
臺南市中西區青年銀同里活動中心,臺南市中西區,22.9922,120.2057,True,室內設施,彰化,台南市,67,1.45,Low Risk,風險較低,25,高AQI情境模擬
臺南市中西區建國里活動中心,臺南市中西區,22.9928,120.2006,True,室內設施,彰化,台南市,67,1.97,Low Risk,風險較低,25,高AQI情境模擬
高雄市立六龜高級中學,高雄市六龜區,22.99318,120.635085,True,室內設施,南投,未知地區,51,16.22,Low Risk,風險較低,30,高AQI情境模擬
高雄市內門區溝坪國民小學,高雄市內門區,22.993331,120.501231,True,室內設施,南投,未知地區,51,12.57,Low Risk,風險較低,30,高AQI情境模擬
臺南市關廟區保東國小,臺南市關廟區,22.9934,120.3175,True,室內設施,鶯歌,台南市,94,9.8,Low Risk,風險較低,25,高AQI情境模擬
臺南市中西區大涼社區活動中心,臺南市中西區,22.9936,120.1908,True,室內設施,彰化,台南市,67,2.97,Low Risk,風險較低,25,高AQI情境模擬
高雄市六龜區龍興國民小學,高雄市六龜區,22.993875,120.644983,True,室內設施,南投,未知地區,51,16.96,Low Risk,風險較低,30,高AQI情境模擬
臺南市安平區安平國小-風雨球場,臺南市安平區,22.993942,120.176439,False,戶外設施,彰化,台南市,67,4.44,Warning,最近測站 AQI 67 > 50 且為戶外設施,45,高AQI情境模擬
小馬活動中心 Siao-Ma Community Center,臺東縣成功鎮,22.99397,121.314613,True,室內設施,綠島,未知地區,47,16.63,Low Risk,風險較低,5,高AQI情境模擬
臺南市中西區中正里活動中心,臺南市中西區,22.9945,120.1972,True,室內設施,彰化,台南市,67,2.35,Low Risk,風險較低,25,高AQI情境模擬
臺南市安平區公所,臺南市安平區,22.994806,120.168802,True,室內設施,彰化,台南市,67,5.22,Low Risk,風險較低,25,高AQI情境模擬
臺南市安平區台南聖教會,臺南市安平區,22.995143,120.185097,True,室內設施,彰化,台南市,67,3.58,Low Risk,風險較低,25,高AQI情境模擬
臺南市安平區建平里活動中心,臺南市安平區,22.99525,120.185584,True,室內設施,彰化,台南市,67,3.53,Low Risk,風險較低,25,高AQI情境模擬
臺南市安平區華平里活動中心,臺南市安平區,22.995282,120.171965,True,室內設施,彰化,台南市,67,4.91,Low Risk,風險較低,25,高AQI情境模擬
六龜綜合社會福利服務中心,高雄市六龜區,22.9955,120.6349,True,室內設施,南投,未知地區,51,16.4,Low Risk,風險較低,30,高AQI情境模擬
白水泉社區活動中心,高雄市杉林區,22.9967,120.5784,True,室內設施,南投,未知地區,51,13.5,Low Risk,風險較低,30,高AQI情境模擬
臺南市安平區沙灘忠誠社區聯合活動中心,臺南市安平區,22.997064,120.148967,False,戶外設施,彰化,台南市,67,7.27,Warning,最近測站 AQI 67 > 50 且為戶外設施,45,高AQI情境模擬
臺南市中西區民權里活動中心,臺南市中西區,22.9971,120.1962,True,室內設施,彰化,台南市,67,2.54,Low Risk,風險較低,25,高AQI情境模擬
臺南市安平區平通里活動中心,臺南市安平區,22.99731,120.170604,True,室內設施,彰化,台南市,67,5.08,Low Risk,風險較低,25,高AQI情境模擬
臺南市安平區安平國中-安平館,臺南市安平區,22.997889,120.168263,True,室內設施,彰化,台南市,67,5.33,Low Risk,風險較低,25,高AQI情境模擬
泰源活動中心村辦公處,臺東縣東河鄉,22.997948,121.286015,True,室內設施,綠島,未知地區,47,13.74,Low Risk,風險較低,5,高AQI情境模擬
臺南市中西區天后里活動中心,臺南市中西區,22.998046,120.201382,True,室內設施,彰化,台南市,67,2.09,Low Risk,風險較低,25,高AQI情境模擬
高雄市杉林區杉林國民小學,高雄市杉林區,22.998095,120.548069,True,室內設施,南投,未知地區,51,12.86,Low Risk,風險較低,30,高AQI情境模擬
臺南市中西區龍盛社區活動中心,臺南市中西區,22.9982,120.1938,True,室內設施,彰化,台南市,67,2.81,Low Risk,風險較低,25,高AQI情境模擬
臺南市安平區天橋教會,臺南市安平區,22.99822,120.16822,True,室內設施,彰化,台南市,67,5.34,Low Risk,風險較低,25,高AQI情境模擬
泰源國小,臺東縣東河鄉,22.998414,121.285041,True,室內設施,綠島,未知地區,47,13.63,Low Risk,風險較低,5,高AQI情境模擬
臺南市中西區協進國小,臺南市中西區,22.9987,120.1875,True,室內設施,彰化,台南市,67,3.44,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區復興里活動中心,臺南市永康區,22.9988,120.2415,True,室內設施,鶯歌,台南市,94,2.49,Low Risk,風險較低,25,高AQI情境模擬
臺南市中西區成功國小,臺南市中西區,22.998887,120.20317,True,室內設施,彰化,台南市,67,1.98,Low Risk,風險較低,25,高AQI情境模擬
六龜社區活動中心,高雄市六龜區,22.9991,120.6301,True,室內設施,南投,未知地區,51,16.4,Low Risk,風險較低,30,高AQI情境模擬
新和社區活動中心,高雄市杉林區,22.999381,120.574128,True,室內設施,南投,未知地區,51,13.63,Low Risk,風險較低,30,高AQI情境模擬
臺南市安平區平安里活動中心,臺南市安平區,22.999443,120.17692,True,室內設施,彰化,台南市,67,4.5,Low Risk,風險較低,25,高AQI情境模擬
原加拿托兒所,臺東縣海端鄉,22.999481,121.130244,True,室內設施,綠島,未知地區,47,6.02,Low Risk,風險較低,0,高AQI情境模擬
臺南市北區區公所,臺南市北區,22.9997,120.2029,True,室內設施,彰化,台南市,67,2.05,Low Risk,風險較低,25,高AQI情境模擬
臺南市安平區石門國小-操場,臺南市安平區,22.999878,120.166309,False,戶外設施,彰化,台南市,67,5.57,Warning,最近測站 AQI 67 > 50 且為戶外設施,45,高AQI情境模擬
臺南市北區東興社區活動中心,臺南市北區,22.99999,120.232393,True,室內設施,彰化,台南市,67,1.78,Low Risk,風險較低,25,高AQI情境模擬
臺南市北區公園里活動中心,臺南市北區,23.0002,120.2116,False,戶外設施,彰化,台南市,67,1.46,Warning,最近測站 AQI 67 > 50 且為戶外設施,45,高AQI情境模擬
臺南市龍崎區石[石曹]里里民活動中心,臺南市龍崎區,23.0002,120.3974,True,室內設施,太平,台南市,95,16.22,Low Risk,風險較低,30,高AQI情境模擬
臺南市北區公園國小,臺南市北區,23.0003,120.2091,False,戶外設施,彰化,台南市,67,1.62,Warning,最近測站 AQI 67 > 50 且為戶外設施,45,高AQI情境模擬
臺南市安平區觀音亭,臺南市安平區,23.000378,120.162984,True,室內設施,彰化,台南市,67,5.91,Low Risk,風險較低,25,高AQI情境模擬
杉林社區活動中心,高雄市杉林區,23.00041918,120.552286,True,室內設施,南投,未知地區,51,13.18,Low Risk,風險較低,30,高AQI情境模擬
中興社區活動中心,高雄市六龜區,23.0008,120.6448,True,室內設施,南投,未知地區,51,17.51,Low Risk,風險較低,30,高AQI情境模擬
